ProviderNPI,predicted_specialty_id_1,number_of_predicted_specialties,etl_provider_key,provider_npi,specialty_1_probability_value,predicted_specialty_id_2,specialty_2_probability_value,predicted_specialty_id_3,specialty_3_probability_value,customer_provided_specialty_desc,npi_reg_primary_taxonomy_code,used_cust_specialty_flg
343307,70,1,,,,,,,,,,
433999,70,1,,,,,,,,,,
459777,70,1,,,,,,,,,,
910251,70,1,,,,,,,,,,
269695,70,1,,,,,,,,,,
580617,70,1,,,,,,,,,,
209261,70,1,,,,,,,,,,
514955,70,1,,,,,,,,,,
859248,70,1,,,,,,,,,,
513072,70,1,,,,,,,,,,
923486,70,1,,,,,,,,,,
338522,70,1,,,,,,,,,,
798012,70,1,,,,,,,,,,
831601,70,1,,,,,,,,,,
646352,70,1,,,,,,,,,,
276277,70,1,,,,,,,,,,
175024,70,1,,,,,,,,,,
887874,70,1,,,,,,,,,,
747675,70,1,,,,,,,,,,
321239,70,1,,,,,,,,,,
567049,70,1,,,,,,,,,,
291018,70,1,,,,,,,,,,
818202,70,1,,,,,,,,,,
907661,70,1,,,,,,,,,,
111728,70,1,,,,,,,,,,
296749,70,1,,,,,,,,,,
686916,70,1,,,,,,,,,,
195815,70,1,,,,,,,,,,
360850,70,1,,,,,,,,,,
103734,70,1,,,,,,,,,,
498232,70,1,,,,,,,,,,
895366,70,1,,,,,,,,,,
629733,70,1,,,,,,,,,,
630644,70,1,,,,,,,,,,
105417,70,1,,,,,,,,,,
48557,70,1,,,,,,,,,,
816765,70,1,,,,,,,,,,
401998,70,1,,,,,,,,,,
755932,70,1,,,,,,,,,,
921481,70,1,,,,,,,,,,
417938,70,1,,,,,,,,,,
690474,70,1,,,,,,,,,,
225838,70,1,,,,,,,,,,
869525,70,1,,,,,,,,,,
683417,70,1,,,,,,,,,,
434690,70,1,,,,,,,,,,
32371,70,1,,,,,,,,,,
436465,70,1,,,,,,,,,,
315949,70,1,,,,,,,,,,
526877,70,1,,,,,,,,,,
837850,70,1,,,,,,,,,,
960525,70,1,,,,,,,,,,
484440,70,1,,,,,,,,,,
922916,70,1,,,,,,,,,,
185766,70,1,,,,,,,,,,
773940,70,1,,,,,,,,,,
881032,70,1,,,,,,,,,,
546518,70,1,,,,,,,,,,
188712,70,1,,,,,,,,,,
601364,70,1,,,,,,,,,,
54493,70,1,,,,,,,,,,
824127,70,1,,,,,,,,,,
572126,70,1,,,,,,,,,,
70630,70,1,,,,,,,,,,
935956,70,1,,,,,,,,,,
45509,70,1,,,,,,,,,,
315296,70,1,,,,,,,,,,
460905,70,1,,,,,,,,,,
939447,70,1,,,,,,,,,,
263405,70,1,,,,,,,,,,
824485,70,1,,,,,,,,,,
148348,70,1,,,,,,,,,,
943465,70,1,,,,,,,,,,
354939,70,1,,,,,,,,,,
522188,70,1,,,,,,,,,,
484098,70,1,,,,,,,,,,
198768,70,1,,,,,,,,,,
424068,70,1,,,,,,,,,,
721311,70,1,,,,,,,,,,
647999,70,1,,,,,,,,,,
394629,70,1,,,,,,,,,,
796367,70,1,,,,,,,,,,
101755,70,1,,,,,,,,,,
179232,70,1,,,,,,,,,,
676983,70,1,,,,,,,,,,
679367,70,1,,,,,,,,,,
374450,70,1,,,,,,,,,,
932489,70,1,,,,,,,,,,
745230,70,1,,,,,,,,,,
605151,70,1,,,,,,,,,,
914396,70,1,,,,,,,,,,
576750,70,1,,,,,,,,,,
104707,70,1,,,,,,,,,,
489536,70,1,,,,,,,,,,
383397,70,1,,,,,,,,,,
44007,70,1,,,,,,,,,,
243404,70,1,,,,,,,,,,
838401,70,1,,,,,,,,,,
897386,70,1,,,,,,,,,,
468520,70,1,,,,,,,,,,
66632,70,1,,,,,,,,,,
596955,70,1,,,,,,,,,,
539536,70,1,,,,,,,,,,
72996,70,1,,,,,,,,,,
443440,70,1,,,,,,,,,,
199258,70,1,,,,,,,,,,
337983,70,1,,,,,,,,,,
530269,70,1,,,,,,,,,,
888322,70,1,,,,,,,,,,
958046,70,1,,,,,,,,,,
885478,70,1,,,,,,,,,,
927392,70,1,,,,,,,,,,
364462,70,1,,,,,,,,,,
594715,70,1,,,,,,,,,,
327731,70,1,,,,,,,,,,
200473,70,1,,,,,,,,,,
311670,70,1,,,,,,,,,,
80999,70,1,,,,,,,,,,
372340,70,1,,,,,,,,,,
514081,70,1,,,,,,,,,,
713890,70,1,,,,,,,,,,
404138,70,1,,,,,,,,,,
941055,70,1,,,,,,,,,,
867955,70,1,,,,,,,,,,
286313,70,1,,,,,,,,,,
898832,70,1,,,,,,,,,,
697863,70,1,,,,,,,,,,
708052,70,1,,,,,,,,,,
389456,70,1,,,,,,,,,,
43584,70,1,,,,,,,,,,
997057,70,1,,,,,,,,,,
313936,70,1,,,,,,,,,,
177287,70,1,,,,,,,,,,
624166,70,1,,,,,,,,,,
136564,70,1,,,,,,,,,,
48082,70,1,,,,,,,,,,
554889,70,1,,,,,,,,,,
40579,70,1,,,,,,,,,,
945268,70,1,,,,,,,,,,
492201,70,1,,,,,,,,,,
159837,70,1,,,,,,,,,,
88497,70,1,,,,,,,,,,
700409,70,1,,,,,,,,,,
177008,70,1,,,,,,,,,,
850032,70,1,,,,,,,,,,
439602,70,1,,,,,,,,,,
278375,70,1,,,,,,,,,,
136648,70,1,,,,,,,,,,
633288,70,1,,,,,,,,,,
481285,70,1,,,,,,,,,,
471721,70,1,,,,,,,,,,
131031,70,1,,,,,,,,,,
576468,70,1,,,,,,,,,,
922924,70,1,,,,,,,,,,
989005,70,1,,,,,,,,,,
978486,70,1,,,,,,,,,,
218300,70,1,,,,,,,,,,
138202,70,1,,,,,,,,,,
54893,70,1,,,,,,,,,,
643986,70,1,,,,,,,,,,
244864,70,1,,,,,,,,,,
787061,70,1,,,,,,,,,,
266324,70,1,,,,,,,,,,
800946,70,1,,,,,,,,,,
430172,70,1,,,,,,,,,,
713404,70,1,,,,,,,,,,
901290,70,1,,,,,,,,,,
382971,70,1,,,,,,,,,,
225038,70,1,,,,,,,,,,
644831,70,1,,,,,,,,,,
670374,70,1,,,,,,,,,,
35519,70,1,,,,,,,,,,
853077,70,1,,,,,,,,,,
474823,70,1,,,,,,,,,,
892611,70,1,,,,,,,,,,
262587,70,1,,,,,,,,,,
863975,70,1,,,,,,,,,,
819696,70,1,,,,,,,,,,
916275,70,1,,,,,,,,,,
832472,70,1,,,,,,,,,,
73282,70,1,,,,,,,,,,
216910,70,1,,,,,,,,,,
996315,70,1,,,,,,,,,,
419518,70,1,,,,,,,,,,
396288,70,1,,,,,,,,,,
494833,70,1,,,,,,,,,,
518083,70,1,,,,,,,,,,
522586,70,1,,,,,,,,,,
998860,70,1,,,,,,,,,,
154920,70,1,,,,,,,,,,
290294,70,1,,,,,,,,,,
308863,70,1,,,,,,,,,,
93984,70,1,,,,,,,,,,
845619,70,1,,,,,,,,,,
904798,70,1,,,,,,,,,,
962780,70,1,,,,,,,,,,
171909,70,1,,,,,,,,,,
662702,70,1,,,,,,,,,,
457575,70,1,,,,,,,,,,
18584,70,1,,,,,,,,,,
280015,70,1,,,,,,,,,,
982615,70,1,,,,,,,,,,
340754,70,1,,,,,,,,,,
203679,70,1,,,,,,,,,,
631724,70,1,,,,,,,,,,
609656,70,1,,,,,,,,,,
612892,70,1,,,,,,,,,,
343101,70,1,,,,,,,,,,
467633,70,1,,,,,,,,,,
984965,70,1,,,,,,,,,,
265697,70,1,,,,,,,,,,
192007,70,1,,,,,,,,,,
525362,70,1,,,,,,,,,,
738394,70,1,,,,,,,,,,
747374,70,1,,,,,,,,,,
525003,70,1,,,,,,,,,,
206562,70,1,,,,,,,,,,
94458,70,1,,,,,,,,,,
526013,70,1,,,,,,,,,,
650565,70,1,,,,,,,,,,
854423,70,1,,,,,,,,,,
637800,70,1,,,,,,,,,,
799040,70,1,,,,,,,,,,
542106,70,1,,,,,,,,,,
470252,70,1,,,,,,,,,,
319080,70,1,,,,,,,,,,
567624,70,1,,,,,,,,,,
374814,70,1,,,,,,,,,,
122780,70,1,,,,,,,,,,
664884,70,1,,,,,,,,,,
568335,70,1,,,,,,,,,,
113731,70,1,,,,,,,,,,
94988,70,1,,,,,,,,,,
401552,70,1,,,,,,,,,,
643214,70,1,,,,,,,,,,
302854,70,1,,,,,,,,,,
433707,70,1,,,,,,,,,,
266334,70,1,,,,,,,,,,
94046,70,1,,,,,,,,,,
714939,70,1,,,,,,,,,,
475281,70,1,,,,,,,,,,
348707,70,1,,,,,,,,,,
899939,70,1,,,,,,,,,,
705295,70,1,,,,,,,,,,
495853,70,1,,,,,,,,,,
213086,70,1,,,,,,,,,,
732763,70,1,,,,,,,,,,
864178,70,1,,,,,,,,,,
214862,70,1,,,,,,,,,,
19873,70,1,,,,,,,,,,
311305,70,1,,,,,,,,,,
882819,70,1,,,,,,,,,,
381643,70,1,,,,,,,,,,
107079,70,1,,,,,,,,,,
998023,70,1,,,,,,,,,,
28539,70,1,,,,,,,,,,
533645,70,1,,,,,,,,,,
392381,70,1,,,,,,,,,,
478723,70,1,,,,,,,,,,
400608,70,1,,,,,,,,,,
606477,70,1,,,,,,,,,,
263010,70,1,,,,,,,,,,
381384,70,1,,,,,,,,,,
935890,70,1,,,,,,,,,,
188558,70,1,,,,,,,,,,
140931,70,1,,,,,,,,,,
965795,70,1,,,,,,,,,,
642589,70,1,,,,,,,,,,
24854,70,1,,,,,,,,,,
491242,70,1,,,,,,,,,,
630675,70,1,,,,,,,,,,
409061,70,1,,,,,,,,,,
646979,70,1,,,,,,,,,,
867606,70,1,,,,,,,,,,
725635,70,1,,,,,,,,,,
294358,70,1,,,,,,,,,,
54862,70,1,,,,,,,,,,
748539,70,1,,,,,,,,,,
187892,70,1,,,,,,,,,,
849402,70,1,,,,,,,,,,
610709,70,1,,,,,,,,,,
536621,70,1,,,,,,,,,,
147532,70,1,,,,,,,,,,
305933,70,1,,,,,,,,,,
928592,70,1,,,,,,,,,,
210301,70,1,,,,,,,,,,
423249,70,1,,,,,,,,,,
114785,70,1,,,,,,,,,,
746489,70,1,,,,,,,,,,
723512,70,1,,,,,,,,,,
474258,70,1,,,,,,,,,,
728136,70,1,,,,,,,,,,
996796,70,1,,,,,,,,,,
414627,70,1,,,,,,,,,,
547861,70,1,,,,,,,,,,
570585,70,1,,,,,,,,,,
271324,70,1,,,,,,,,,,
796519,70,1,,,,,,,,,,
522277,70,1,,,,,,,,,,
99934,70,1,,,,,,,,,,
314172,70,1,,,,,,,,,,
178813,70,1,,,,,,,,,,
21280,70,1,,,,,,,,,,
467629,70,1,,,,,,,,,,
53653,70,1,,,,,,,,,,
903052,70,1,,,,,,,,,,
604487,70,1,,,,,,,,,,
473061,70,1,,,,,,,,,,
332609,70,1,,,,,,,,,,
316835,70,1,,,,,,,,,,
169061,70,1,,,,,,,,,,
332127,70,1,,,,,,,,,,
340878,70,1,,,,,,,,,,
484668,70,1,,,,,,,,,,
886079,70,1,,,,,,,,,,
835517,70,1,,,,,,,,,,
548458,70,1,,,,,,,,,,
814985,70,1,,,,,,,,,,
359933,70,1,,,,,,,,,,
526330,70,1,,,,,,,,,,
292262,70,1,,,,,,,,,,
820123,70,1,,,,,,,,,,
575772,70,1,,,,,,,,,,
594714,70,1,,,,,,,,,,
185259,70,1,,,,,,,,,,
479146,70,1,,,,,,,,,,
141400,70,1,,,,,,,,,,
573221,70,1,,,,,,,,,,
851351,70,1,,,,,,,,,,
473126,70,1,,,,,,,,,,
410092,70,1,,,,,,,,,,
713693,70,1,,,,,,,,,,
568202,70,1,,,,,,,,,,
378854,70,1,,,,,,,,,,
354302,70,1,,,,,,,,,,
918353,70,1,,,,,,,,,,
30356,70,1,,,,,,,,,,
588221,70,1,,,,,,,,,,
600869,70,1,,,,,,,,,,
54536,70,1,,,,,,,,,,
109708,70,1,,,,,,,,,,
416303,70,1,,,,,,,,,,
329776,70,1,,,,,,,,,,
523113,70,1,,,,,,,,,,
549257,70,1,,,,,,,,,,
168641,70,1,,,,,,,,,,
161149,70,1,,,,,,,,,,
879791,70,1,,,,,,,,,,
475848,70,1,,,,,,,,,,
433575,70,1,,,,,,,,,,
325410,70,1,,,,,,,,,,
316041,70,1,,,,,,,,,,
696364,70,1,,,,,,,,,,
139278,70,1,,,,,,,,,,
734410,70,1,,,,,,,,,,
460045,70,1,,,,,,,,,,
566698,70,1,,,,,,,,,,
504479,70,1,,,,,,,,,,
441674,70,1,,,,,,,,,,
698331,70,1,,,,,,,,,,
956572,70,1,,,,,,,,,,
49471,70,1,,,,,,,,,,
805705,70,1,,,,,,,,,,
46923,70,1,,,,,,,,,,
905079,70,1,,,,,,,,,,
698084,70,1,,,,,,,,,,
519588,70,1,,,,,,,,,,
64689,70,1,,,,,,,,,,
931189,70,1,,,,,,,,,,
445584,70,1,,,,,,,,,,
109567,70,1,,,,,,,,,,
301656,70,1,,,,,,,,,,
506401,70,1,,,,,,,,,,
224626,70,1,,,,,,,,,,
926401,70,1,,,,,,,,,,
992799,70,1,,,,,,,,,,
408665,70,1,,,,,,,,,,
809216,70,1,,,,,,,,,,
674049,70,1,,,,,,,,,,
736833,70,1,,,,,,,,,,
427124,70,1,,,,,,,,,,
622483,70,1,,,,,,,,,,
911613,70,1,,,,,,,,,,
813716,70,1,,,,,,,,,,
666325,70,1,,,,,,,,,,
653145,70,1,,,,,,,,,,
266248,70,1,,,,,,,,,,
337138,70,1,,,,,,,,,,
716210,70,1,,,,,,,,,,
908592,70,1,,,,,,,,,,
501808,70,1,,,,,,,,,,
586484,70,1,,,,,,,,,,
822375,70,1,,,,,,,,,,
373717,70,1,,,,,,,,,,
973389,70,1,,,,,,,,,,
977079,70,1,,,,,,,,,,
331573,70,1,,,,,,,,,,
573366,70,1,,,,,,,,,,
991966,70,1,,,,,,,,,,
578822,70,1,,,,,,,,,,
555241,70,1,,,,,,,,,,
361211,70,1,,,,,,,,,,
941279,70,1,,,,,,,,,,
808556,70,1,,,,,,,,,,
287443,70,1,,,,,,,,,,
751426,70,1,,,,,,,,,,
530740,70,1,,,,,,,,,,
399905,70,1,,,,,,,,,,
518510,70,1,,,,,,,,,,
864820,70,1,,,,,,,,,,
784616,70,1,,,,,,,,,,
213849,70,1,,,,,,,,,,
554146,70,1,,,,,,,,,,
199920,70,1,,,,,,,,,,
804356,70,1,,,,,,,,,,
986164,70,1,,,,,,,,,,
634384,70,1,,,,,,,,,,
650462,70,1,,,,,,,,,,
529521,70,1,,,,,,,,,,
928073,70,1,,,,,,,,,,
275371,70,1,,,,,,,,,,
476481,70,1,,,,,,,,,,
738516,70,1,,,,,,,,,,
561731,70,1,,,,,,,,,,
318604,70,1,,,,,,,,,,
573024,70,1,,,,,,,,,,
293558,70,1,,,,,,,,,,
857537,70,1,,,,,,,,,,
238397,70,1,,,,,,,,,,
608766,70,1,,,,,,,,,,
294013,70,1,,,,,,,,,,
721381,70,1,,,,,,,,,,
813568,70,1,,,,,,,,,,
486528,70,1,,,,,,,,,,
883456,70,1,,,,,,,,,,
506103,70,1,,,,,,,,,,
788203,70,1,,,,,,,,,,
814642,70,1,,,,,,,,,,
745208,70,1,,,,,,,,,,
78938,70,1,,,,,,,,,,
173751,70,1,,,,,,,,,,
297467,72,1,,,,,,,,,,
993045,72,1,,,,,,,,,,
215458,72,1,,,,,,,,,,
544781,72,1,,,,,,,,,,
678378,72,1,,,,,,,,,,
597911,72,1,,,,,,,,,,
799727,72,1,,,,,,,,,,
252748,72,1,,,,,,,,,,
196765,72,1,,,,,,,,,,
146273,72,1,,,,,,,,,,
655208,72,1,,,,,,,,,,
853240,72,1,,,,,,,,,,
604509,72,1,,,,,,,,,,
507491,72,1,,,,,,,,,,
461530,72,1,,,,,,,,,,
549054,72,1,,,,,,,,,,
561530,72,1,,,,,,,,,,
693221,72,1,,,,,,,,,,
283925,72,1,,,,,,,,,,
239445,72,1,,,,,,,,,,
722054,72,1,,,,,,,,,,
863599,72,1,,,,,,,,,,
729619,72,1,,,,,,,,,,
742651,72,1,,,,,,,,,,
157590,72,1,,,,,,,,,,
572340,72,1,,,,,,,,,,
618022,72,1,,,,,,,,,,
365023,72,1,,,,,,,,,,
417039,72,1,,,,,,,,,,
593283,72,1,,,,,,,,,,
595029,72,1,,,,,,,,,,
694507,72,1,,,,,,,,,,
326636,72,1,,,,,,,,,,
900925,72,1,,,,,,,,,,
45851,72,1,,,,,,,,,,
439409,72,1,,,,,,,,,,
473704,72,1,,,,,,,,,,
393250,72,1,,,,,,,,,,
368226,72,1,,,,,,,,,,
964022,72,1,,,,,,,,,,
94438,72,1,,,,,,,,,,
20163,72,1,,,,,,,,,,
554723,72,1,,,,,,,,,,
31349,72,1,,,,,,,,,,
449729,72,1,,,,,,,,,,
67746,72,1,,,,,,,,,,
715586,72,1,,,,,,,,,,
673552,72,1,,,,,,,,,,
384229,72,1,,,,,,,,,,
200561,72,1,,,,,,,,,,
427876,72,1,,,,,,,,,,
59133,72,1,,,,,,,,,,
420903,72,1,,,,,,,,,,
613796,72,1,,,,,,,,,,
495308,72,1,,,,,,,,,,
655370,72,1,,,,,,,,,,
210307,72,1,,,,,,,,,,
718312,72,1,,,,,,,,,,
560313,72,1,,,,,,,,,,
122867,72,1,,,,,,,,,,
861536,72,1,,,,,,,,,,
467423,72,1,,,,,,,,,,
325230,72,1,,,,,,,,,,
891841,72,1,,,,,,,,,,
490445,72,1,,,,,,,,,,
540752,72,1,,,,,,,,,,
860778,72,1,,,,,,,,,,
770899,72,1,,,,,,,,,,
394559,72,1,,,,,,,,,,
344956,72,1,,,,,,,,,,
890560,72,1,,,,,,,,,,
556684,72,1,,,,,,,,,,
475720,72,1,,,,,,,,,,
387340,72,1,,,,,,,,,,
348467,72,1,,,,,,,,,,
86761,72,1,,,,,,,,,,
748116,72,1,,,,,,,,,,
775177,72,1,,,,,,,,,,
419795,72,1,,,,,,,,,,
710387,72,1,,,,,,,,,,
888641,72,1,,,,,,,,,,
868556,72,1,,,,,,,,,,
284933,72,1,,,,,,,,,,
926231,72,1,,,,,,,,,,
221649,72,1,,,,,,,,,,
656380,72,1,,,,,,,,,,
661576,72,1,,,,,,,,,,
241930,72,1,,,,,,,,,,
724096,72,1,,,,,,,,,,
911432,72,1,,,,,,,,,,
847339,72,1,,,,,,,,,,
952259,72,1,,,,,,,,,,
536347,72,1,,,,,,,,,,
630519,72,1,,,,,,,,,,
184318,72,1,,,,,,,,,,
436710,72,1,,,,,,,,,,
811769,72,1,,,,,,,,,,
911447,72,1,,,,,,,,,,
153007,72,1,,,,,,,,,,
89725,72,1,,,,,,,,,,
772988,72,1,,,,,,,,,,
499788,72,1,,,,,,,,,,
349857,72,1,,,,,,,,,,
265622,72,1,,,,,,,,,,
27741,72,1,,,,,,,,,,
405378,72,1,,,,,,,,,,
700364,72,1,,,,,,,,,,
763793,72,1,,,,,,,,,,
126462,72,1,,,,,,,,,,
172786,72,1,,,,,,,,,,
447878,72,1,,,,,,,,,,
623203,72,1,,,,,,,,,,
214386,72,1,,,,,,,,,,
127733,72,1,,,,,,,,,,
115406,72,1,,,,,,,,,,
368199,72,1,,,,,,,,,,
329269,72,1,,,,,,,,,,
988990,72,1,,,,,,,,,,
328554,72,1,,,,,,,,,,
80567,72,1,,,,,,,,,,
750069,72,1,,,,,,,,,,
350862,72,1,,,,,,,,,,
296083,72,1,,,,,,,,,,
978011,72,1,,,,,,,,,,
363116,72,1,,,,,,,,,,
362190,72,1,,,,,,,,,,
44827,72,1,,,,,,,,,,
967634,72,1,,,,,,,,,,
602030,72,1,,,,,,,,,,
244231,72,1,,,,,,,,,,
877642,72,1,,,,,,,,,,
863137,72,1,,,,,,,,,,
391007,72,1,,,,,,,,,,
533095,72,1,,,,,,,,,,
335130,72,1,,,,,,,,,,
956323,72,1,,,,,,,,,,
736008,72,1,,,,,,,,,,
831784,72,1,,,,,,,,,,
441252,72,1,,,,,,,,,,
811165,72,1,,,,,,,,,,
662205,72,1,,,,,,,,,,
602779,72,1,,,,,,,,,,
58601,72,1,,,,,,,,,,
157608,72,1,,,,,,,,,,
209055,72,1,,,,,,,,,,
468154,72,1,,,,,,,,,,
337087,72,1,,,,,,,,,,
426778,72,1,,,,,,,,,,
118256,72,1,,,,,,,,,,
530753,72,1,,,,,,,,,,
320761,72,1,,,,,,,,,,
435211,72,1,,,,,,,,,,
822491,72,1,,,,,,,,,,
910743,72,1,,,,,,,,,,
274179,72,1,,,,,,,,,,
321074,72,1,,,,,,,,,,
680034,72,1,,,,,,,,,,
254134,72,1,,,,,,,,,,
883969,72,1,,,,,,,,,,
943879,72,1,,,,,,,,,,
39981,72,1,,,,,,,,,,
391512,72,1,,,,,,,,,,
295828,72,1,,,,,,,,,,
377447,72,1,,,,,,,,,,
238691,72,1,,,,,,,,,,
833939,72,1,,,,,,,,,,
71297,72,1,,,,,,,,,,
16354,72,1,,,,,,,,,,
657287,72,1,,,,,,,,,,
619702,72,1,,,,,,,,,,
492039,72,1,,,,,,,,,,
36988,72,1,,,,,,,,,,
358651,72,1,,,,,,,,,,
328574,72,1,,,,,,,,,,
943941,72,1,,,,,,,,,,
861110,72,1,,,,,,,,,,
859257,72,1,,,,,,,,,,
235168,72,1,,,,,,,,,,
594580,72,1,,,,,,,,,,
161076,72,1,,,,,,,,,,
961356,72,1,,,,,,,,,,
450424,72,1,,,,,,,,,,
782987,72,1,,,,,,,,,,
735534,72,1,,,,,,,,,,
590326,72,1,,,,,,,,,,
832764,72,1,,,,,,,,,,
925638,72,1,,,,,,,,,,
317035,72,1,,,,,,,,,,
468170,72,1,,,,,,,,,,
313567,72,1,,,,,,,,,,
304249,72,1,,,,,,,,,,
960976,72,1,,,,,,,,,,
579279,72,1,,,,,,,,,,
226142,72,1,,,,,,,,,,
643561,72,1,,,,,,,,,,
58452,72,1,,,,,,,,,,
885478,72,1,,,,,,,,,,
751341,72,1,,,,,,,,,,
845775,72,1,,,,,,,,,,
171897,72,1,,,,,,,,,,
874476,72,1,,,,,,,,,,
854266,72,1,,,,,,,,,,
675161,72,1,,,,,,,,,,
764165,72,1,,,,,,,,,,
255229,72,1,,,,,,,,,,
306966,72,1,,,,,,,,,,
562023,72,1,,,,,,,,,,
318986,72,1,,,,,,,,,,
443163,72,1,,,,,,,,,,
835943,72,1,,,,,,,,,,
87629,72,1,,,,,,,,,,
979516,72,1,,,,,,,,,,
301864,72,1,,,,,,,,,,
170214,72,1,,,,,,,,,,
692874,72,1,,,,,,,,,,
910349,72,1,,,,,,,,,,
434177,72,1,,,,,,,,,,
804531,72,1,,,,,,,,,,
952508,72,1,,,,,,,,,,
104974,72,1,,,,,,,,,,
983855,72,1,,,,,,,,,,
390033,72,1,,,,,,,,,,
135603,72,1,,,,,,,,,,
806533,72,1,,,,,,,,,,
762688,72,1,,,,,,,,,,
790487,72,1,,,,,,,,,,
688385,72,1,,,,,,,,,,
748598,72,1,,,,,,,,,,
341674,72,1,,,,,,,,,,
968835,72,1,,,,,,,,,,
17277,72,1,,,,,,,,,,
739339,72,1,,,,,,,,,,
390253,72,1,,,,,,,,,,
170736,72,1,,,,,,,,,,
382402,72,1,,,,,,,,,,
728460,72,1,,,,,,,,,,
624013,72,1,,,,,,,,,,
972744,72,1,,,,,,,,,,
487904,72,1,,,,,,,,,,
725540,72,1,,,,,,,,,,
211424,72,1,,,,,,,,,,
416685,72,1,,,,,,,,,,
194507,72,1,,,,,,,,,,
138841,72,1,,,,,,,,,,
309631,72,1,,,,,,,,,,
957260,72,1,,,,,,,,,,
489461,72,1,,,,,,,,,,
264015,72,1,,,,,,,,,,
316263,72,1,,,,,,,,,,
889370,72,1,,,,,,,,,,
270497,72,1,,,,,,,,,,
389342,72,1,,,,,,,,,,
320728,72,1,,,,,,,,,,
922522,72,1,,,,,,,,,,
833310,72,1,,,,,,,,,,
318964,72,1,,,,,,,,,,
592617,72,1,,,,,,,,,,
561873,72,1,,,,,,,,,,
97190,72,1,,,,,,,,,,
537203,72,1,,,,,,,,,,
138934,72,1,,,,,,,,,,
206152,72,1,,,,,,,,,,
714293,72,1,,,,,,,,,,
534475,72,1,,,,,,,,,,
496861,72,1,,,,,,,,,,
281489,72,1,,,,,,,,,,
798821,72,1,,,,,,,,,,
292848,72,1,,,,,,,,,,
358436,72,1,,,,,,,,,,
596163,72,1,,,,,,,,,,
183231,72,1,,,,,,,,,,
484129,72,1,,,,,,,,,,
120138,72,1,,,,,,,,,,
919309,72,1,,,,,,,,,,
152937,72,1,,,,,,,,,,
146183,72,1,,,,,,,,,,
332728,72,1,,,,,,,,,,
53445,72,1,,,,,,,,,,
961791,72,1,,,,,,,,,,
582444,72,1,,,,,,,,,,
469551,72,1,,,,,,,,,,
387925,72,1,,,,,,,,,,
844569,72,1,,,,,,,,,,
757457,72,1,,,,,,,,,,
733957,72,1,,,,,,,,,,
907205,72,1,,,,,,,,,,
292778,72,1,,,,,,,,,,
467064,72,1,,,,,,,,,,
108451,72,1,,,,,,,,,,
29958,72,1,,,,,,,,,,
132414,72,1,,,,,,,,,,
135006,72,1,,,,,,,,,,
351496,72,1,,,,,,,,,,
264773,72,1,,,,,,,,,,
880092,72,1,,,,,,,,,,
905919,72,1,,,,,,,,,,
749099,72,1,,,,,,,,,,
966768,72,1,,,,,,,,,,
358383,72,1,,,,,,,,,,
611642,72,1,,,,,,,,,,
862975,72,1,,,,,,,,,,
232381,72,1,,,,,,,,,,
366710,72,1,,,,,,,,,,
735504,72,1,,,,,,,,,,
976794,72,1,,,,,,,,,,
72457,72,1,,,,,,,,,,
266926,72,1,,,,,,,,,,
962362,72,1,,,,,,,,,,
781205,72,1,,,,,,,,,,
447294,72,1,,,,,,,,,,
621039,72,1,,,,,,,,,,
857240,72,1,,,,,,,,,,
624752,72,1,,,,,,,,,,
576596,72,1,,,,,,,,,,
921196,72,1,,,,,,,,,,
542774,72,1,,,,,,,,,,
73218,72,1,,,,,,,,,,
351594,72,1,,,,,,,,,,
890300,72,1,,,,,,,,,,
871662,72,1,,,,,,,,,,
838227,72,1,,,,,,,,,,
545798,72,1,,,,,,,,,,
195723,72,1,,,,,,,,,,
739744,72,1,,,,,,,,,,
122164,72,1,,,,,,,,,,
314656,72,1,,,,,,,,,,
421661,72,1,,,,,,,,,,
455058,72,1,,,,,,,,,,
596345,72,1,,,,,,,,,,
486864,72,1,,,,,,,,,,
255280,72,1,,,,,,,,,,
991673,72,1,,,,,,,,,,
667880,72,1,,,,,,,,,,
228316,72,1,,,,,,,,,,
497826,72,1,,,,,,,,,,
786753,72,1,,,,,,,,,,
772914,72,1,,,,,,,,,,
158306,72,1,,,,,,,,,,
851825,72,1,,,,,,,,,,
980372,72,1,,,,,,,,,,
909962,72,1,,,,,,,,,,
613810,72,1,,,,,,,,,,
448721,72,1,,,,,,,,,,
238985,72,1,,,,,,,,,,
642570,72,1,,,,,,,,,,
769857,72,1,,,,,,,,,,
728916,72,1,,,,,,,,,,
483713,72,1,,,,,,,,,,
938206,72,1,,,,,,,,,,
908707,72,1,,,,,,,,,,
184797,72,1,,,,,,,,,,
66949,72,1,,,,,,,,,,
840925,72,1,,,,,,,,,,
338364,72,1,,,,,,,,,,
861577,72,1,,,,,,,,,,
625663,72,1,,,,,,,,,,
564943,72,1,,,,,,,,,,
902194,72,1,,,,,,,,,,
105395,72,1,,,,,,,,,,
16220,72,1,,,,,,,,,,
385679,72,1,,,,,,,,,,
544397,72,1,,,,,,,,,,
492715,72,1,,,,,,,,,,
876664,72,1,,,,,,,,,,
108965,72,1,,,,,,,,,,
58938,72,1,,,,,,,,,,
305570,72,1,,,,,,,,,,
261639,72,1,,,,,,,,,,
494822,72,1,,,,,,,,,,
831168,72,1,,,,,,,,,,
730991,72,1,,,,,,,,,,
157626,72,1,,,,,,,,,,
897329,72,1,,,,,,,,,,
516651,72,1,,,,,,,,,,
